voter,team,bias1,bias2,bias3,bias0_ap,bias0_mean,n
sam-mckewon,utah-utes,-0.3597382615704436,-0.5768311864629575,-0.5474826992825118,-2.8536585365853657,-4.062951219512195,82
jon-wilner,texas-am-aggies,-0.4524251587340729,-0.7106329946232545,-0.7096635831135722,-2.4302325581395348,-3.223325581395348,86
tom-murphy,florida-gators,-0.1463357202334313,-0.3558469159201414,-0.3393756725643532,-1.6404494382022472,-3.16076404494382,89
jon-wilner,lsu-tigers,-0.418993407188039,-0.8979137642957958,-0.8968036516716168,-1.6218487394957983,-3.1581932773109247,119
sam-mckewon,usc-trojans,-0.1870828242836917,-0.3380935857200724,-0.3324384407660867,-2.3292682926829267,-3.143975609756098,82
steve-batterson,ohio-state-buckeyes,-0.2921637004970338,-1.133530434804393,-1.081406575677409,-1.0208333333333333,-3.083979166666667,144
rob-long,notre-dame-fighting-irish,-0.14817293839706,-0.6004922290165169,-0.5722224118037998,-0.8421052631578947,-2.983821052631578,95
sam-mckewon,wisconsin-badgers,-0.1565642098069181,-0.3661054007267588,-0.3657482866896935,-1.5161290322580645,-2.8929677419354833,93
don-williams,michigan-wolverines,-0.1809678230266465,-0.8102536185450656,-0.7377428098510934,-0.9058823529411764,-2.8765529411764708,85
brian-howell,oklahoma-sooners,-0.1368520286056047,-0.4962834287431347,-0.4765564503620549,-1.0875912408759123,-2.8745839416058394,137
eric-hansen,notre-dame-fighting-irish,-0.0822818476702337,-0.4612820934462326,-0.4359075285922947,-0.7264957264957265,-2.872350427350428,117
sam-mckewon,michigan-wolverines,-0.1389342281267704,-0.5502430326229112,-0.5188779387629779,-0.8725490196078431,-2.864901960784314,102
brian-howell,notre-dame-fighting-irish,-0.0760771630487339,-0.4512250781436676,-0.4315973475612794,-0.536,-2.7919600000000004,125
kirk-bohls,lsu-tigers,-0.1120190619340608,-0.5073860787374546,-0.5002932919018235,-1.0535714285714286,-2.786482142857143,112
steve-batterson,oregon-ducks,-0.1143365532523066,-0.4139799222678043,-0.3963031190626815,-1.0736842105263158,-2.7820736842105265,95
tom-dangelo,notre-dame-fighting-irish,-0.0325348207583745,-0.3887097154972785,-0.3621972082659284,-0.4044943820224719,-2.775067415730337,89
don-williams,oklahoma-sooners,-0.0741328574344692,-0.416637661492369,-0.4003295748022671,-0.872093023255814,-2.762837209302326,86
bob-asmussen,ohio-state-buckeyes,-0.2618525933863477,-1.138302661428514,-1.1010309611869027,-0.6644295302013423,-2.714563758389262,149
tom-dangelo,oklahoma-sooners,-0.1052081328250813,-0.4514730855130257,-0.4363320856109499,-0.7317073170731707,-2.6956463414634144,82
eric-hansen,utah-utes,-0.2936366287812025,-0.4295334755676366,-0.4111777286914475,-2.4505494505494507,-2.671857142857143,91
jon-wilner,oregon-ducks,-0.0435197306327337,-0.3827062741416458,-0.3681543025196276,-0.8468468468468469,-2.645765765765766,111
eric-hansen,auburn-tigers,-0.1290554708093218,-0.4171507755412294,-0.4076627220225295,-0.6219512195121951,-2.5857560975609752,82
tom-murphy,ole-miss-rebels,-0.0514239850141857,-0.2546073768429465,-0.2469635747736134,-0.8089887640449438,-2.5722696629213484,89
michael-lev,washington-huskies,-0.169846957430991,-0.482813726047191,-0.4772902109957261,-0.75,-2.556607142857142,84
john-clay,florida-gators,-0.0451792971600018,-0.2726286289282459,-0.2510832895159114,-0.7011494252873564,-2.5479080459770116,87
mike-barber,ohio-state-buckeyes,-0.1940972222222222,-0.8965149503968254,-0.9041522366522368,-0.45,-2.5410125,80
steve-batterson,wisconsin-badgers,-0.1041335780356528,-0.3034027089459249,-0.30520106491533,-1.0943396226415094,-2.5375000000000005,106
aaron-mcmann,georgia-bulldogs,-0.0896193844469706,-1.212695068277827,-1.1645906137285449,-0.3103448275862069,-2.5285402298850577,87
tom-murphy,auburn-tigers,-0.0700689083639199,-0.2874764010952111,-0.2862311572249345,-0.9565217391304348,-2.523423913043478,92
sam-mckewon,notre-dame-fighting-irish,-0.0574077795225061,-0.4599406967091127,-0.439773119877642,-0.3271028037383177,-2.5065327102803745,107
don-williams,alabama-crimson-tide,-0.1498301868199827,-1.4584784613062671,-1.4261096046810335,-0.3877551020408163,-2.5054489795918373,98
kirk-bohls,utah-utes,-0.1816180558637781,-0.3717664010571017,-0.3555747278390754,-0.9901960784313726,-2.473460784313726,102
jon-wilner,notre-dame-fighting-irish,-0.0806367385942549,-0.4826652737753771,-0.4583320543115864,-0.1259259259259259,-2.4724222222222227,135
matt-mccoy,oklahoma-sooners,-0.1107193874013095,-0.4685169984864043,-0.4558527180796239,-0.7684210526315789,-2.472021052631579,95
jon-wilner,utah-utes,-0.2513266750313054,-0.4705391576942771,-0.4478575554323948,-1.0679611650485437,-2.455563106796117,103
ryan-aber,penn-state-nittany-lions,-0.0241251924833049,-0.309252309328376,-0.2902796185431506,-0.4285714285714285,-2.4454505494505496,91
chris-murray,florida-gators,-0.027470636528614,-0.2551101876785202,-0.2370050389420973,-0.5232558139534884,-2.4392558139534883,86
jon-wilner,florida-gators,-0.1512764432330315,-0.3832663389752195,-0.3625994508007379,-0.956043956043956,-2.4364505494505493,91
steve-batterson,oklahoma-state-cowboys,-0.0818441568578159,-0.2481148822029445,-0.2417721456486436,-1.0736842105263158,-2.4348105263157898,95
jon-wilner,usc-trojans,-0.0585939315203743,-0.2597502484801193,-0.2511543734606417,-0.9891304347826086,-2.422141304347826,92
chuck-carlton,georgia-bulldogs,-0.0530578898225957,-1.0184258983225736,-0.9797023384336716,-0.2156862745098039,-2.410970588235294,102
jon-wilner,wisconsin-badgers,-0.091758545407512,-0.3134261233703945,-0.3095271790799873,-1.0576923076923077,-2.4086442307692306,104
gary-horowitz,ohio-state-buckeyes,-0.1162248690599206,-0.9555148694664246,-0.8863047319232886,-0.2268041237113402,-2.4072268041237117,97
matt-baker,ohio-state-buckeyes,-0.3554941971608638,-1.119492714178288,-1.129514312847646,-0.4188034188034188,-2.3991880341880334,117
rob-long,clemson-tigers,-0.0526501649720638,-1.0445774513113597,-0.9963461317944609,-0.3396226415094339,-2.394679245283019,106
garland-gillen,georgia-bulldogs,0.0201889577052754,-0.8931361728130415,-0.847254938802766,-0.2885906040268456,-2.3871812080536907,149
bob-asmussen,oregon-ducks,-0.139813102292727,-0.4252093815999888,-0.4133354480797899,-0.8773584905660378,-2.3852075471698115,106
jerry-dipaola,oklahoma-sooners,-0.0737088178714587,-0.4335353309130877,-0.4146599255259385,-0.7283950617283951,-2.3755925925925925,81
kirk-bohls,texas-am-aggies,-0.1564748000987496,-0.3654064289422861,-0.3614378421717661,-1.3452380952380951,-2.374392857142857,84
